episod,total_reward
813,-21.1293322556
814,-17.5644046221
815,-25.7745704255
816,-15.8676808144
817,-21.6474792179
818,-18.0514203191
819,-12.8644478432
820,-16.8521239992
821,-15.4709393481
822,-19.3295790525
823,-17.5395643166
824,-20.6374547318
825,-17.9214142548
826,-16.1188169392
827,-14.881599799
828,-14.2453912092
829,-16.1533337678
830,-17.2444888989
831,-18.772154562
832,-15.6977265626
833,-21.6677181458
834,-25.8426723246
835,-18.644072164
836,-21.0444371852
837,-21.3664538604
838,-20.3640809041
839,-26.8524379906
840,-18.0811682537
841,-32.9881421086
842,-20.7953198622
843,-18.8515688143
844,-19.4066692847
845,-25.3588597418
846,-23.1134509361
847,-21.7462085469
848,-41.2519869877
849,-14.2279296719
850,-28.4875955438
851,-20.9165556411
852,-34.2311942433
853,-28.5826289018
854,-37.4627400368
855,-21.2753720163
856,-31.4886451919
857,-31.9621989456
858,-18.8921877149
859,-34.3605103317
860,-21.6721420132
861,-21.7165968682
862,-32.0050323683
863,-30.6838694124
864,-25.3963028631
865,-36.7284114951
866,-17.5006900838
867,-24.3014790725
868,-23.8914395283
869,-17.3626432659
870,-22.6264002743
871,-19.0238256903
872,-12.9088477208
873,-12.3992525562
874,-12.2466185826
875,-31.4006416481
876,-11.7153102941
877,-10.9510056287
878,-26.7748541792
879,-10.972954436
880,-29.9722590213
881,-30.175780254
882,-13.8169052638
883,-24.3482522859
884,-12.7124336846
885,-22.1808765483
886,-18.4021412341
887,-15.0505555276
888,-14.3479124119
889,-15.4858843955
890,-19.9753886375
891,-16.1631620416
892,-10.9942803741
893,-14.4552385839
894,-18.7432256805
895,-25.5221321168
896,-40.0658368532
897,-6.79882821441
898,-20.0404146974
899,-26.1035943564
900,-12.1604822378
901,-30.4272452687
902,-196.159512879
903,-188.289926646
904,-8.96535628255
905,-9.19008921978
906,-9.87369555399
907,-9.40162748087
908,-8.96817814509
909,-13.4312421898
910,-27.838093756
911,-16.1773576958
912,-8.26894256514
913,-13.6825466472
914,-13.3605006278
915,-13.5595719266
916,-12.9923292497
917,-14.3601775557
918,-16.0270062183
919,-13.7090274244
920,-5.34095054643
921,-47.4031746255
922,-25.7612506425
923,-7.84328737511
924,-16.0389242847
925,-26.740299087
926,-50.7247528523
927,-47.0733216937
928,-10.6823494785
929,-116.973986033
930,-8.09651236368
931,-26.1666555847
932,-26.3807816437
933,-12.501550752
934,-18.8681890336
935,-20.420141796
936,-30.2388666607
937,-23.3857588173
938,-42.7645385523
939,-201.164443859
940,-22.6127878181
941,-13.6574521944
942,-13.2108503875
943,-86.5465482363
944,-187.408914026
945,-89.488146683
946,-203.731134148
947,-11.1872868335
948,-13.2311434515
949,-31.1979634073
950,-129.87563366
951,-62.0402754894
952,9.56215415181
953,-37.562756828
954,-121.128586854
955,-63.9769610843
956,-19.5394136778
957,-22.8794679108
958,-16.3880568245
959,-14.5998908121
960,-182.724426695
961,-25.113816866
962,-39.0485008378
963,-106.497498644
964,-12.3711746724
965,-175.514276553
966,-33.7558280692
967,-119.074638116
968,-36.8433066145
969,-13.3742140811
970,-11.8403064408
971,-14.4388125093
972,-31.193037084
973,-12.2837423738
974,-104.830387508
975,-218.092365241
976,-72.8397122463
977,-212.790653051
978,-211.363443543
979,-35.4026734497
980,-104.471751063
981,19.6891673791
982,-11.7854962363
983,-10.7826065576
984,-0.274156451215
985,-12.0953592499
986,-39.8954250766
987,-15.1739833574
988,-15.2566517593
989,-14.997630792
990,-11.9478461554
991,-15.991588629
992,-19.042044142
993,-2.78120217398
994,-24.3885922627
995,5.8005524253
996,-6.98558989427
997,-40.3935691972
998,-8.29542696316
999,-10.5212208183
1000,-25.5252822575
1001,-25.5346212596
1002,-14.2057836555
1003,-15.9207560595
1004,-19.8350463455
1005,-17.253150427
1006,-11.9644444776
1007,-22.662003149
1008,-22.4179090096
1009,-21.0542873807
1010,-18.0537172097
1011,-16.221473046
1012,-29.3329697355
1013,-16.8448468959
1014,-17.2825419697
1015,-19.7703285238
1016,-23.5147501997
1017,-18.6962550775
1018,-19.841943894
1019,-24.0906253371
1020,-24.9308422165
1021,-25.6030987377
1022,-25.2182983969
1023,-17.0570868896
1024,-17.3905624013
1025,-14.8988223473
1026,-14.7865831704
1027,-20.3998374584
1028,-14.8066222898
1029,-24.3324892194
1030,-25.2600851231
1031,-16.3924451257
1032,-19.858491858
1033,-22.0411107478
1034,-19.6236890618
1035,-18.6852546231
1036,-19.338463534
1037,-22.8269710127
1038,-20.2571644614
1039,-17.5952407657
1040,-27.5249814856
1041,-31.6616858625
1042,-13.7605196293
1043,-9.87438875215
1044,-54.0144907397
1045,-44.191065417
1046,-14.857711286
1047,-17.1405212983
1048,-14.577700815
1049,-24.9477559791
1050,-43.1729818191
1051,-16.2829930702
1052,-61.9511702891
1053,-14.5437142617
1054,-19.4254021887
1055,-16.8354437143
1056,-23.9473606952
1057,-13.1617049766
1058,-19.8438940333
1059,-25.6215771191
1060,-18.2489216089
1061,-19.5440172123
1062,-42.4313291688
1063,-26.5175531724
1064,-18.6198650994
1065,-139.938067696
1066,-15.338980803
1067,-14.6026087245
1068,-14.1113917807
1069,-31.398285744
1070,-33.5372310719
1071,-113.193297332
1072,-25.6982373692
1073,-5.80905957975
1074,-46.0079524363
1075,-29.8640342452
1076,-49.9404450787
1077,-23.0071424478
1078,-19.7252059995
1079,-186.544928907
1080,-36.163454333
1081,-186.746527648
1082,-57.4231619055
1083,-85.4632085616
1084,-7.18341603771
1085,-7.5745477257
1086,-38.0757826244
1087,-82.8270418454
1088,-186.574960355
1089,-9.8495667749
1090,-12.9062369492
1091,-20.730968693
1092,-39.9810105573
1093,-29.3361978262
1094,-14.4490452037
1095,-29.3254600191
1096,-29.4390555298
1097,-198.40861263
1098,-29.6735085818
1099,-10.3939051062
1100,-17.3739127767
1101,-58.068651353
1102,-72.6706504637
1103,-8.18161086492
1104,-8.22159592108
1105,-37.7570169416
1106,-182.994045711
1107,-183.922349333
1108,-70.9919202761
1109,-111.587763945
1110,-21.5502907653
1111,-97.482994218
1112,-128.104815124
1113,-17.1387536941
1114,-15.4258879997
1115,-150.935471238
1116,-167.066114134
1117,-173.248507928
1118,-173.866627377
1119,-175.608641107
1120,-174.177580661
1121,-172.275749134
1122,-19.1396785422
1123,-18.8799806817
1124,-19.6502958771
1125,-10.151824116
1126,-4.87794479658
1127,-12.9558794467
1128,-12.3646058698
1129,-11.6626126992
1130,-8.68185696103
1131,-13.2760767787
1132,-9.47300762324
1133,-9.18473741699
1134,-2.50209333247
1135,-11.7030151387
1136,-18.7208670717
1137,-15.7733819079
1138,-13.0407750691
1139,-12.2144626486
1140,-22.7129194026
1141,-7.54130693346
1142,-2.81822982052
1143,-0.494450137582
1144,2.02381857816
1145,-15.1291520473
1146,-4.45794041769
1147,-2.30854603051
1148,-18.9035600488
1149,-31.4618394927
1150,-27.1491712194
1151,-24.8979269116
1152,-23.8870733188
1153,-23.0122461666
1154,-20.9096634445
1155,-18.886188568
1156,-24.7644666
1157,-22.9665144879
1158,-25.3603487453
1159,-19.4041316038
1160,-17.4673768424
1161,-13.1311727262
1162,-13.4739870538
1163,-12.9003133767
1164,-7.13613855985
1165,-7.14452875153
1166,-4.36742994536
1167,1.87735786523
1168,-2.50394429252
1169,-7.86010581322
1170,1.24065925377
1171,-0.740533802522
1172,-7.88525873846
1173,-8.10636421238
1174,-13.2654583279
1175,-10.582648342
1176,-9.23335574716
1177,1.06223006574
1178,2.75635745761
1179,3.01984892583
1180,2.59619742173
1181,2.60628732421
1182,2.2797122238
1183,-1.98275512731
1184,4.87837578587
1185,2.64038635658
1186,3.19209295524
1187,3.03137223929
1188,2.68600247013
1189,3.27843282862
1190,3.028350963
1191,2.80063280044
1192,3.03223334314
1193,3.02861654018
1194,-7.91826927754
1195,-8.81097160054
1196,-7.64277122449
1197,-4.98758495958
1198,-4.98299446555
1199,-7.18355593403
1200,2.94313196912
1201,-1.055047261
1202,-3.73500099173
1203,-5.93549800141
1204,6.60694058308
1205,-9.59244988064
1206,-4.13666301056
1207,-7.96520193625
1208,-8.29400756044
1209,2.83117670134
1210,5.51379606206
1211,2.98359516993
1212,2.90479640823
1213,-19.5674351092
1214,-4.67943484726
1215,-23.7337260647
1216,-14.2816496594
1217,2.90037368558
1218,3.08336965611
1219,2.95759270052
1220,-0.164527652034
1221,-4.92313723618
1222,-5.19943477205
1223,1.88065008233
1224,2.71242314021
1225,-19.8782990471
1226,2.87911534544
1227,3.14137147014
1228,3.02604902791
1229,2.95240977694
1230,2.87567857529
1231,2.93651351521
1232,2.84926833263
1233,2.90277847772
1234,2.62502252223
1235,2.97824953532
1236,2.91283884378
1237,2.86664616334
1238,2.96871466687
1239,2.91522581627
1240,3.24648914663
1241,2.77305047487
1242,3.01634518263
1243,3.12967858517
1244,2.99788998574
1245,2.77162456151
1246,2.78581583812
1247,3.0596501511
1248,2.85367658916
1249,2.94232869461
1250,2.94144095856
1251,3.03721587828
1252,2.9276560109
1253,-13.7367430088
1254,-24.7006477081
1255,-20.5772042412
1256,-19.7083679846
1257,-14.3265185836
1258,-18.9590436435
1259,0.0607219435841
1260,-10.4421747099
1261,3.04563017146
1262,-1.65115197667
1263,2.16822433681
1264,2.85292566223
1265,2.83844171269
1266,2.91038035893
1267,2.84494793206
1268,2.93358748672
1269,3.00448033918
1270,2.99299838203
1271,2.94167820791
1272,2.97480361429
1273,2.99548360715
1274,2.66187878374
1275,2.96061178752
1276,3.05939763721
1277,2.94701454415
1278,3.01646604198
1279,2.827426856
1280,3.00331829238
1281,2.91910048243
1282,3.00238396879
1283,2.99824874851
1284,5.93844691112
1285,3.14212325483
1286,3.22711098065
1287,-11.3274697576
1288,-11.9507556149
1289,3.47362138597
1290,-4.14910319416
1291,-15.2795664594
1292,-17.6362576325
1293,-60.3322656412
1294,-74.9518101204
1295,-83.5521971613
1296,-122.204787773
1297,-134.751541175
1298,-156.329865361
1299,-173.639920976
1300,-173.547332629
1301,-172.850535175
1302,-146.088123649
1303,-173.801564845
1304,-174.004342246
1305,-170.811915168
1306,-172.703098475
1307,-136.567086713
1308,-174.131467731
1309,-174.09358248
1310,-157.647526169
1311,-173.581346003
1312,-164.000342472
1313,-175.152131074
1314,-173.802031026
1315,-173.426478571
1316,-172.636479033
1317,-174.03096998
1318,-173.649764601
1319,-174.473491859
1320,-174.815180879
1321,-175.443711513
1322,-173.889275952
1323,-173.794293783
1324,-175.038719464
1325,-173.93140726
1326,-173.196238547
1327,-150.019755002
1328,-174.656764639
1329,-173.696153424
1330,-173.244422516
1331,-174.31597494
1332,-172.550575111
1333,-175.104886558
1334,-174.508378276
1335,-175.854060941
1336,-175.657442129
1337,-173.717646968
1338,-174.939360307
1339,-173.457634813
1340,-29.9089765918
1341,-23.961285919
1342,-75.0708209818
1343,-158.907721922
1344,-174.406860516
1345,-175.520892663
1346,-172.186722882
1347,-173.442908643
1348,-175.485482572
1349,-173.542957684
1350,-173.409964014
1351,-174.86196188
1352,-173.659631153
1353,-172.371320684
1354,-173.118704573
1355,-173.887572473
1356,-173.166616463
1357,-171.847701581
1358,-172.605603658
1359,-173.185351904
1360,-173.803210479
1361,-173.826773074
1362,-174.398581722
1363,-174.08318343
1364,-173.526740134
1365,-172.376186171
1366,-175.84611454
1367,-174.286379733
1368,-173.574754746
1369,-172.390139949
1370,-175.429743235
1371,-174.88296659
1372,-174.927880938
1373,-174.022024152
1374,-173.047808732
1375,-173.867826308
1376,-174.146389307
1377,-174.146805164
1378,-167.3765433
1379,-175.618399002
1380,-174.794342692
1381,-173.846454782
1382,-173.48802554
1383,-164.361587262
1384,-173.851376718
1385,-175.91030243
1386,-174.929390513
1387,-174.197579427
1388,-174.813044421
1389,-172.254971186
1390,-173.902608826
1391,-174.304278076
1392,-174.614068614
1393,-175.073898495
1394,-174.897184718
1395,-161.064033635
1396,-174.715463695
1397,-174.309594565
1398,-175.596268995
1399,-173.173414334
1400,-175.15684973
1401,-174.781241508
1402,-173.549877243
1403,-174.359611862
1404,-174.417183642
1405,-174.469333954
1406,-175.348753763
