episod,total_reward
1407,-174.993864844
1408,-174.432906857
1409,-172.590463162
1410,-173.907728136
1411,-173.341473347
1412,-173.253086722
1413,-173.698089753
1414,-161.120159318
1415,-175.520325363
1416,-172.998101361
1417,-175.180947079
1418,-171.11572117
1419,-173.274821232
1420,-174.837072767
1421,-174.111557291
1422,-175.614689844
1423,-174.593860225
1424,-175.019484346
1425,-161.24406168
1426,-158.755487008
1427,-175.680339897
1428,-174.94291011
1429,-153.137223184
1430,-173.414408511
1431,-172.785940686
1432,-175.275107996
1433,-175.107109578
1434,-173.382218064
1435,-174.794668701
1436,-175.30446694
1437,-173.28102723
1438,-174.542197447
1439,-174.967480311
1440,-171.660789316
1441,-175.20057057
1442,-174.20731664
1443,-173.996672946
1444,-174.673286738
1445,-173.922685976
1446,-174.67560907
1447,-172.811707735
1448,-173.572573993
1449,-174.724864181
1450,-175.931072485
1451,-175.288889075
1452,-175.49462582
1453,-174.769495696
1454,-164.614602023
1455,-173.434402292
1456,-175.276454201
1457,-174.935950404
1458,-140.919602974
1459,-173.677156102
1460,-174.43656976
1461,-169.705914865
1462,-173.46083121
1463,-174.969572711
1464,-164.649825067
1465,-175.228336683
1466,-152.545673056
1467,-175.903522167
1468,-146.213361151
1469,-174.1057971
1470,-175.382673057
1471,-173.651454303
1472,-172.729644659
1473,-173.096152119
1474,-174.286828061
1475,-173.412003391
1476,-172.384710515
1477,-175.077242099
1478,-176.064860954
1479,-174.722574476
1480,-174.872541501
1481,-174.331448819
1482,-172.926099609
1483,-174.230879603
1484,-172.733027655
1485,-172.667155556
1486,-174.438853434
1487,-171.614931492
1488,-164.146575375
1489,-173.954871165
1490,-175.119938083
1491,-174.79717711
1492,-175.158488053
1493,-175.015345458
1494,-152.772178672
1495,-167.126647115
1496,-176.592229718
1497,-174.652405989
1498,-174.626996455
1499,-174.946032332
1500,-135.44282797
1501,-167.173788395
1502,-174.872632861
1503,-174.439355344
1504,-175.83671074
1505,-175.679567935
1506,-175.191331056
1507,-164.515712482
1508,-174.965238915
1509,-174.06363156
1510,-175.454385001
1511,-174.090716182
1512,-175.37307848
1513,-147.102156884
1514,-172.25747214
1515,-174.782290778
1516,-175.56295003
1517,-172.539393846
1518,-174.14040138
1519,-174.311105228
1520,-173.255036257
1521,-173.738353211
1522,-174.270645415
1523,-164.662103504
1524,-175.083175733
1525,-173.972913913
1526,-174.876683498
1527,-175.398743984
1528,-174.486021743
1529,-171.363829763
1530,-173.730180701
1531,-173.923560849
1532,-174.275370313
1533,-174.266174046
1534,-174.433603209
1535,-174.128239129
1536,-174.135053044
1537,-173.547537239
1538,-174.224186466
1539,-172.430670584
1540,-121.135144878
1541,-174.646759067
1542,-175.483919133
1543,-175.579526723
1544,-174.514926927
1545,-173.651612233
1546,-174.896202686
1547,-171.758368375
1548,-172.661974651
1549,-175.024710821
1550,-173.09585962
1551,-174.63176872
1552,-175.450398179
1553,-174.989702354
1554,-174.606089139
1555,-175.051975796
1556,-173.216349728
1557,-172.797325311
1558,-173.134191078
1559,-173.240868355
1560,-175.494868429
1561,-175.404687984
1562,-173.313411117
1563,-173.493315617
1564,-132.957285996
1565,-173.160601471
1566,-175.090626378
1567,-175.487207163
1568,-174.809374131
1569,-175.551829724
1570,-189.198526755
1571,-172.582068396
1572,-174.447676131
1573,-173.842035295
1574,-175.809281515
1575,-175.396383426
1576,-152.43816501
1577,-36.5178794165
1578,-13.0827694
1579,-46.7227096073
1580,-118.022506362
1581,-175.82077982
1582,-172.860040542
1583,-169.523516617
1584,-47.8581496823
1585,-174.990177825
1586,-172.414355328
1587,-175.236172031
1588,-174.797731783
1589,-175.968828859
1590,-173.227927864
1591,-149.310038618
1592,-175.480404461
1593,-174.180403885
1594,-172.752322256
1595,-175.350087096
1596,-173.879206267
1597,-169.249517515
1598,-1.26386923661
1599,-22.8136990075
1600,-23.3768480207
1601,-20.5416412048
1602,-44.6047036492
1603,-49.1745216663
1604,-55.3104197387
1605,-1.08761033169
1606,-141.407581152
1607,-29.3441048169
1608,-175.424486966
1609,-175.811468713
1610,-174.595883309
1611,-172.306022548
1612,-174.604242776
1613,-175.88934243
1614,-25.4634325651
1615,-6.84766814573
1616,-30.893771111
1617,-161.935338278
1618,-174.822066153
1619,-172.941951432
1620,-171.666535477
1621,-173.872605402
1622,-175.184101534
1623,-174.609442476
1624,-174.732762243
1625,-172.994680405
1626,-172.435311348
1627,-175.224220456
1628,-175.699272054
1629,-172.922131514
1630,-172.793761365
1631,-174.810511964
1632,-149.587418454
1633,-173.159876737
1634,-174.426984049
1635,-175.488382585
1636,-174.161336935
1637,-174.301924764
1638,-175.405849469
1639,-152.772066908
1640,-152.131806874
1641,-174.909865988
1642,-175.71641774
1643,-176.068598373
1644,-175.84784496
1645,-46.0401359662
1646,-14.7539313986
1647,-20.4294439978
1648,-174.237309351
1649,-172.575481738
1650,-173.691340301
1651,-175.027694924
1652,-83.4274414301
1653,-80.0523611884
1654,-175.036476445
1655,-174.711314889
1656,-63.696971789
1657,-31.5425648183
1658,-31.4078519972
1659,-174.900248526
1660,-172.663746251
1661,-174.280533102
1662,-174.135544077
1663,-175.202271747
1664,-174.323848125
1665,-174.661011763
1666,-171.28868055
1667,-172.483402837
1668,-169.581701648
1669,-174.573854661
1670,-172.554434055
1671,-175.192225944
1672,-175.228958189
1673,-172.622780726
1674,-147.439454881
1675,-14.592966735
1676,-8.10918064756
1677,-163.892218458
1678,-174.065783026
1679,-172.613735286
1680,-175.649847834
1681,-173.418397264
1682,-173.495363957
1683,-172.765097746
1684,-170.159195076
1685,-171.34418626
1686,-174.447695292
1687,-170.711343423
1688,-173.580935381
1689,-175.105925942
1690,-175.824233184
1691,-172.476810121
1692,-175.416019719
1693,-172.482887833
1694,-174.363325606
1695,-171.555630866
1696,-174.873122391
1697,-12.2065724347
1698,-4.70021335963
1699,-4.2994462089
1700,-4.51926415079
1701,-4.30532006925
1702,-4.62778741398
1703,-3.61436572888
1704,-4.00582662244
1705,-4.06939478101
1706,-4.59150347495
1707,-4.149600331
1708,-4.86304215352
1709,-124.650327475
1710,-4.43847920572
1711,-87.7490125958
1712,-108.437738029
1713,-172.934006199
1714,-173.098349301
1715,-176.143026517
1716,-174.2245048
1717,-167.172602997
1718,-175.754094158
1719,-173.815659625
1720,-176.127045677
1721,-176.099026385
1722,-14.8520171965
1723,-166.477771451
1724,-174.502161835
1725,-175.346852542
1726,-171.541961512
1727,-167.535609106
1728,-174.339254286
1729,-175.180264704
1730,-174.201034612
1731,-174.858733444
1732,-174.085978879
1733,-175.323739784
1734,-174.773692238
1735,-174.736300174
1736,-175.693466839
1737,-173.299333712
1738,-175.138440157
1739,-174.83419664
1740,-173.522312464
1741,-149.886341197
1742,-175.417856001
1743,-173.828977286
1744,-173.040218036
1745,-172.116235276
1746,-129.48196105
1747,-174.282877677
1748,-175.672380504
1749,-174.908557796
1750,-176.417642281
1751,-173.180731737
1752,-175.048278545
1753,-175.469027132
1754,-174.298452901
1755,-173.056101091
1756,-175.086376141
1757,-174.189075664
1758,-155.362813813
1759,-172.999460499
1760,-174.792242812
1761,-172.562272687
1762,-118.141808016
1763,-174.173948099
1764,-172.906887435
1765,-174.644049805
1766,-173.824913247
1767,-175.243089086
1768,-172.961771935
1769,-155.403658977
1770,-173.400686551
1771,-175.194684306
1772,-173.876851843
1773,-173.424492569
1774,-160.723478259
1775,-174.766706346
1776,-175.160088017
1777,-175.432771032
1778,-146.275199471
1779,-175.467315659
1780,-174.649422921
1781,-174.205555136
1782,-173.505657454
1783,-164.072836648
1784,-173.665233627
1785,-174.291138981
1786,-173.457579666
1787,-174.37991888
1788,-175.886770985
1789,-174.626067903
1790,-175.060310895
1791,-174.291309017
1792,-174.655844177
1793,-174.181244945
1794,-173.0009074
1795,-174.91392334
1796,-173.752602618
1797,-176.454808875
1798,-174.70336532
1799,-171.621280832
1800,-155.428389834
1801,-172.184918649
1802,-172.287018738
1803,-173.79615088
1804,-175.192731962
1805,-180.998344458
1806,-10.7869410831
1807,-19.8420433432
1808,-3.9531719559
1809,-19.6944430011
1810,-114.728669592
1811,-159.230603721
1812,-144.679465457
1813,-24.0920682917
1814,-42.188118868
1815,-28.8912003186
1816,-4.52093385733
1817,-174.985144219
1818,-190.402917909
1819,-10.3218313732
1820,-12.6064714549
1821,-10.0198895185
1822,-3.98956296885
1823,-4.082853909
1824,-3.44993506276
1825,-107.260010009
1826,-180.496110142
1827,-43.7799692581
1828,-18.6848785931
1829,-22.5815885987
1830,-183.604858567
1831,-183.44282211
1832,-27.4528763128
1833,-22.8828459671
1834,-19.9383448462
1835,-24.9584226514
1836,-25.3291168264
1837,-183.455707604
1838,-19.0338870798
1839,-22.6415728104
1840,-22.707764907
1841,-22.9524962105
1842,-25.7622565265
1843,-19.2507739732
1844,-19.3259230881
1845,-18.8334630318
1846,-10.2949528247
1847,-178.141346305
1848,-4.43157538789
1849,-3.97073423812
1850,-5.07887868381
1851,-4.15624220995
1852,-4.01265865392
1853,-4.38917134803
1854,-4.53983936679
1855,-4.62116043179
1856,-4.34088881585
1857,-4.26840265997
1858,-4.01153282672
1859,-3.82385907233
1860,-4.1686763269
1861,-3.81314988375
1862,-4.4669551994
1863,-3.73073272923
1864,-4.83482175567
1865,-4.23575457457
1866,-11.2947498981
1867,-4.6324195114
1868,-4.04910853013
1869,-4.56912994781
1870,-4.51534194295
1871,-3.62009808294
1872,-21.5053365505
1873,-9.21211592979
1874,-70.5615627232
1875,-50.7694968837
1876,-25.1428583443
1877,-22.8992049439
1878,-18.1771261714
1879,-25.2979181307
1880,-19.2442569512
1881,-19.0647179795
1882,-19.5881298878
1883,-22.447904442
1884,-22.7375517141
1885,-17.7752123005
1886,-20.4699988393
1887,-25.2668457702
1888,-18.8024229767
1889,-18.9843548007
1890,-19.1462062461
1891,-19.3928839025
1892,-15.8599219995
1893,-19.1759008156
1894,-18.546284878
1895,-18.6817618355
1896,-19.1128982621
1897,-18.5733557831
1898,-18.8367275103
1899,-18.91449796
1900,-16.2582586969
1901,-19.1243520495
1902,-15.1907035564
1903,-18.9803503704
1904,-186.836158704
1905,-13.2021347841
1906,-16.8280629008
1907,-16.3502165578
1908,-26.2708702215
1909,-8.17988622042
1910,-4.17244061986
1911,-22.6178433345
1912,-16.8647231077
1913,-16.857031078
1914,-16.2565481846
1915,-20.0995883893
1916,-19.2750816468
1917,-159.554212072
1918,-17.1453903729
1919,-11.1973494778
1920,-12.9995228102
1921,-16.3383179772
1922,-17.0158449198
1923,-16.6764397505
1924,-13.0335325134
1925,-18.5520853106
1926,-22.6782666742
1927,-20.0923119737
1928,-187.392840231
1929,-4.50156404189
1930,-4.15925877556
1931,-83.3157324327
1932,-172.693680328
1933,-4.00649882217
1934,-4.02718070882
1935,-11.1902896652
1936,-10.3421154373
1937,-11.5221129635
1938,-16.6711777072
1939,-16.8609957882
1940,-16.3724008565
1941,-6.27111253714
1942,-80.7692937693
1943,-52.4110992988
1944,-3.67498516235
1945,-4.66107994095
1946,-4.45224430289
1947,-4.04862775418
1948,-3.86355368489
1949,-185.43337182
1950,-4.26903546498
1951,-4.08759603493
1952,-12.6237106265
1953,-12.6134999147
1954,-16.9533344638
1955,-11.6300344787
1956,-3.83503431404
1957,-4.18293306064
1958,-12.9721500402
1959,-86.7878961551
1960,-8.773036725
1961,-174.044655059
1962,-174.126633811
1963,-79.4641715251
1964,-175.356399485
1965,-173.805481302
1966,-174.476335674
1967,-6.54693169299
1968,-175.328748698
1969,-174.532594281
1970,-171.801285508
1971,-173.080309116
1972,-171.108978804
1973,-175.786975769
1974,-173.462016875
1975,-172.256782528
1976,-172.476529911
1977,-173.565775554
1978,-11.7184419707
1979,-3.57547902804
1980,-19.7791405945
1981,-178.78698449
1982,-4.30563236274
1983,-10.5830531737
1984,-4.79861476604
1985,-4.26281527128
1986,-16.964873341
1987,-6.95252621063
1988,-4.14866230203
1989,-4.22194871647
1990,-3.86941976167
1991,-14.7419240979
1992,-4.18893031786
1993,-3.49064948209
1994,-4.2342879387
1995,-4.42580554227
1996,-44.6644079503
1997,-36.7697354023
1998,-12.4797447378
1999,-4.88772308327
2000,-3.87268263961
