time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
1.2600000000000007,-0.112418259629,-0.0899634286894,11.6109720885,6.23442866054,0.0533717701802,0.0,-0.349970982741,-0.254185212262,2.80400399134,-0.144169802217,0.0173120373345,0.0,473.04567850055713,474.2060347756594,472.8365219882277,470.3158618201123
1.3200000000000007,-0.134748417267,-0.106463627061,11.7863263217,6.22542559697,0.0546891253378,0.0,-0.394482628416,-0.296863559152,3.04045910106,-0.165635471547,0.0299185376808,0.0,484.90960841979074,485.85565595924135,487.6532989454409,486.02778720148217
1.3800000000000008,-0.159652765033,-0.125609733926,11.9734463186,6.21537679278,0.0565063361061,0.0,-0.435839888152,-0.342414383101,3.19635344233,-0.171445114794,0.0310133476264,0.0,463.2977655523844,463.384093896125,464.4658741977855,463.9844466260784
1.4400000000000008,-0.187108647776,-0.147749618404,12.1704022434,6.20490066935,0.0585110513066,0.0,-0.479548228997,-0.396713032634,3.36823284178,-0.181799240507,0.0378218581062,0.0,468.7529129107186,469.28208816084947,470.73233514974396,469.9027756510098
1.5000000000000009,-0.216911935572,-0.172949201535,12.3721880955,6.19423135786,0.0603135819515,0.0,-0.514080475378,-0.444196676619,3.35788222054,-0.170872902454,0.0061009500093,0.0,414.27221516659523,411.4737361458082,412.85807535869685,413.7878264838232
1.560000000000001,-0.248844132559,-0.201226953715,12.5738399165,6.18370185153,0.0611748934061,0.0,-0.550385201542,-0.499304914331,3.36371256786,-0.186837685105,0.0271656159562,0.0,417.9397365219282,419.77169696962477,419.33707883407817,417.9158030111664
1.620000000000001,-0.283045420255,-0.233118984591,12.776968296,6.17242554564,0.0626676582411,0.0,-0.589799238217,-0.564798677555,3.40695157708,-0.19023236706,0.0198632703821,0.0,432.3949904214536,431.77946035298254,430.9538779228071,430.6312564178316
1.680000000000001,-0.319762974203,-0.269376291332,12.9846163706,6.16075862959,0.0637448707832,0.0,-0.634218806515,-0.644924599285,3.51413673406,-0.204581027001,0.013831124147,0.0,452.9289655069298,452.44348016069597,452.7776465121571,451.5852720411566
1.740000000000001,-0.359368469865,-0.311077795103,13.2017729971,6.148113513,0.064504923582,0.0,-0.686018335431,-0.746503096646,3.72350202864,-0.227409177473,0.0102325069464,0.0,484.89702287478696,484.62646657739526,484.6852262270438,482.9259689318404
1.8000000000000012,-0.401606381959,-0.358135240172,13.4238839718,6.13493522986,0.0647204537374,0.0,-0.721962405476,-0.823173804316,3.68012898636,-0.207442951255,-0.0149913410976,0.0,407.53571520476663,405.2746489760561,404.84522744365626,406.5846465137086
1.8600000000000012,-0.446186998542,-0.410435958319,13.6461996717,6.12285112119,0.0639931138896,0.0,-0.763973751973,-0.921311568393,3.72998948086,-0.191465175823,-0.00692642825163,0.0,437.1895621455405,437.86117619833493,436.85907113262215,438.1486954559616
1.9200000000000013,-0.493461706054,-0.469318859109,13.8743046058,6.11099214697,0.0640095965858,0.0,-0.811802415628,-1.04262467028,3.87273301244,-0.214361346058,0.0117660915655,0.0,466.61620019376875,468.07326500380736,468.58158702331855,466.76143052883873
1.9800000000000013,-0.543504031638,-0.53545323754,14.1092593054,6.0981837114,0.0652832292566,0.0,-0.856361671294,-1.16307195595,3.95845419811,-0.211758677702,0.0354670432518,0.0,450.76048031069416,452.6718900874613,451.2912656004771,451.45711947336537
2.0400000000000014,-0.596194070137,-0.608909670616,14.3484395702,6.08506063872,0.0672583971251,0.0,-0.90015875043,-1.28664905,4.01365840169,-0.238611764056,0.0272647471496,0.0,443.68151902568434,443.007947695262,444.22149019619405,441.96523992010407
2.1000000000000014,-0.651294824172,-0.689286283581,14.5871678338,6.07086091412,0.0693689990672,0.0,-0.936699543304,-1.3937028388,3.94384173081,-0.233029886447,0.047563883864,0.0,401.7372005942532,403.5744462705601,401.6342155124367,402.0778345643879
2.1600000000000015,-0.708879434961,-0.77707941759,14.8251919376,6.05658676517,0.0721220979474,0.0,-0.983042135601,-1.53400092957,3.98966282887,-0.250034115997,0.0422971300937,0.0,441.17437084226844,440.74050166421824,443.4972225775376,442.04101470177415
2.2200000000000015,-0.769427150158,-0.87396836385,15.067614437,6.04135693513,0.0748896625281,0.0,-1.03546088118,-1.69705371324,4.09014430829,-0.262752903288,0.0528531808655,0.0,460.34750766519403,461.1832668291802,461.2244995946132,460.1562959239231
2.2800000000000016,-0.833262437539,-0.981215974873,15.3170064125,6.02546126561,0.0780429303986,0.0,-1.09268154227,-1.87938583484,4.22174035512,-0.269665403756,0.0519504646932,0.0,473.52175460740375,473.4539118239443,471.6460022226035,471.045315831272
2.3400000000000016,-0.900398308631,-1.09908205607,15.5716911894,6.00952874946,0.0810302424136,0.0,-1.14545257111,-2.05089385909,4.26689479276,-0.25837452859,0.0450719955476,0.0,447.6031098135361,447.044439705266,447.61935637268687,448.46676327953395
2.4000000000000017,-0.970690261448,-1.22730957348,15.828173543,5.99369052085,0.0840728696894,0.0,-1.19786354783,-2.22468345925,4.28175685472,-0.278510758688,0.0601014521975,0.0,439.11795321541405,440.36473004746455,440.3967682278306,438.6559867336122
2.4600000000000017,-1.04437590361,-1.36689441239,16.0875633215,5.97662249864,0.087546588852,0.0,-1.25864350401,-2.42964093815,4.36336068144,-0.30030057928,0.0530734069919,0.0,462.949073543012,462.39784685747765,464.4300100451846,462.63826163721575
2.520000000000002,-1.1215375908,-1.51828620885,16.3490995385,5.95824749509,0.0904118290922,0.0,-1.31367039568,-2.61823700645,4.3536592648,-0.322053960798,0.034128342869,0.0,436.8515173900283,435.270067729907,436.642427071947,434.7247687845121
2.580000000000002,-1.20219253651,-1.68182118285,16.6114019173,5.93868111318,0.0923737449987,0.0,-1.37498393022,-2.83456569594,4.38854271704,-0.33574818105,0.0296743791985,0.0,453.42400802614964,453.06638080963563,452.9831233236207,451.77299709283045
2.640000000000002,-1.28679895852,-1.85956208237,16.8780040236,5.91829735707,0.0941972443973,0.0,-1.44534807789,-3.09190736195,4.49642988942,-0.349165320431,0.0317887147041,0.0,478.6386405884168,478.7997746176821,479.86350611027365,478.73394672419585
2.700000000000002,-1.3755964762,-2.05289497549,17.150173079,5.89706639349,0.0957195522001,0.0,-1.51467940834,-3.35429166933,4.57411135031,-0.365373636996,0.00770710364125,0.0,473.5992451867662,471.7431682175322,474.64267866363383,473.27581445425903
2.760000000000002,-1.46851911992,-2.2621493949,17.4261977502,5.87463507075,0.0960845798738,0.0,-1.58271458992,-3.62264179362,4.62494834586,-0.401791751632,0.00262150280606,0.0,469.2886186841668,468.8935352097364,469.5366534736968,466.56223612045846
2.820000000000002,-1.56511844073,-2.48622143996,17.7011283325,5.85077641419,0.0962282594994,0.0,-1.63726905687,-3.84815449025,4.53832591958,-0.390447893856,0.00193704024117,0.0,425.8886465523834,425.83003776885874,424.70722875645026,425.5072179814606
2.880000000000002,-1.66520491677,-2.72510189775,17.9726392322,5.827257594,0.0960452495849,0.0,-1.69890154958,-4.11625370918,4.510452499,-0.395224503463,-0.0155832218962,0.0,449.1656986522858,447.7423464091514,449.9525397566934,449.4081699449813
2.940000000000002,-1.76898013822,-2.98044455419,18.2422108606,5.80400023378,0.0954958491756,0.0,-1.76016066998,-4.39684077286,4.47360649379,-0.375654603473,0.00131647752254,0.0,449.0594740788847,450.42863789980316,449.0464494757397,450.4771641329844
3.000000000000002,-1.87639138453,-3.25283962578,18.5090238322,5.78241002192,0.0953805848769,0.0,-1.82016774103,-4.6844923383,4.41853941962,-0.339294826522,-0.0093436601388,0.0,446.8281608586639,445.9581188763044,446.76159940922855,449.5822471131011
3.0600000000000023,-1.98776940796,-3.54470391378,18.7756863217,5.76248751266,0.094556852671,0.0,-1.89224535578,-5.04562393567,4.46779038806,-0.320511825547,-0.0243841315047,0.0,487.53999545711935,486.41483812503174,486.4681884706575,487.76989206972405
3.1200000000000023,-2.10297093592,-3.85607196681,19.040634496,5.74328439836,0.0932524100938,0.0,-1.94766514713,-5.33453921902,4.36242669651,-0.319150028337,-0.0169188064729,0.0,437.9718619173465,438.5924547598998,438.20642545339393,438.21324817422123
3.1800000000000024,-2.22156151199,-4.1855170028,19.2997983218,5.72465420384,0.092512451585,0.0,-2.00523138529,-5.64810336537,4.27472061386,-0.297246879061,-0.00445503113447,0.0,448.0370360286996,449.0495942444922,447.3924554484531,449.07446383483915
3.2400000000000024,-2.34351617345,-4.53360031188,19.5527348084,5.70717232167,0.0922178512968,0.0,-2.05986400578,-5.95571764799,4.15500848963,-0.281652931235,-0.00583588618645,0.0,440.7156397037565,440.60155054027683,439.8137260492609,441.0163035281389
3.3000000000000025,-2.46871769542,-4.90023650318,19.79801989,5.69066835015,0.0914641974561,0.0,-2.11344643807,-6.26645584054,4.01971230738,-0.264400404773,-0.0314982727673,0.0,438.5145695215199,436.37709155605063,438.7009448011326,440.0536873951804
3.3600000000000025,-2.59747763371,-5.28795769024,20.0382164403,5.67517147841,0.0898010675889,0.0,-2.17827127737,-6.65827021962,3.98454992648,-0.24824232797,-0.0210676533747,0.0,478.9694640964098,479.7621245882199,478.6592972790904,479.82559714611864
3.4200000000000026,-2.72984358333,-5.69783689094,20.2737236707,5.65985764398,0.0894022646655,0.0,-2.23380502438,-7.00511399854,3.86393798106,-0.275242550381,0.0126956249912,0.0,451.1497701805119,453.8685014078597,455.3923952774785,453.1617251064387
3.4800000000000026,-2.86544210713,-6.12812455447,20.5008596364,5.64333566086,0.0901263898864,0.0,-2.28615117935,-7.33862746919,3.70554777339,-0.275614621764,0.0107845970479,0.0,443.3942706202167,443.23707345092873,443.7930415670581,443.6856746738879
3.5400000000000027,-3.00385810184,-6.5764401631,20.7152754243,5.62652768687,0.0914304830809,0.0,-2.32779034756,-7.60625005529,3.44066148887,-0.291157580012,0.037628779527,0.0,403.4074871792903,405.82514209905673,404.11674239504777,402.6239217327599
3.6000000000000028,-3.14508274556,-7.04294536816,20.9160708926,5.60954162409,0.0939819585405,0.0,-2.3798159736,-7.94469514989,3.25068275329,-0.270557835617,0.0508557687123,0.0,438.29658534709085,439.39584029897117,438.14391857425545,439.77083945862665
3.660000000000003,-3.28941054555,-7.52960304747,21.1047163141,5.59338135953,0.0974794128197,0.0,-2.43128743646,-8.27795377509,3.03575105618,-0.267008041703,0.0700769942983,0.0,432.7700835789835,434.38784733719626,433.6911691803925,433.9141514330878
3.720000000000003,-3.43726103913,-8.0389520285,21.2831825002,5.57714643428,0.101210857348,0.0,-2.49726687147,-8.70066706729,2.91038008324,-0.2788878794,0.0376825882567,0.0,476.2267197832407,473.74393947381765,475.32711199952035,474.34647653817154
3.780000000000003,-3.58905297306,-8.57343859061,21.4532290473,5.56068055404,0.103312522146,0.0,-2.56249721635,-9.11588526631,2.75513558208,-0.266762516554,0.0291063598975,0.0,470.7694198449772,470.105582015488,470.1560307929812,471.02312614056166
3.840000000000003,-3.74488254283,-9.13366884642,21.6142809952,5.54485956079,0.105297314946,0.0,-2.63180094046,-9.55858650826,2.61028547323,-0.258154997572,0.04003095072,0.0,481.6587489791821,482.4848329097653,481.4876894868369,482.07444732335665
3.900000000000003,-3.9047546336,-9.71975311734,21.7652421786,5.52936450113,0.1076594192,0.0,-2.69729525025,-9.97772451482,2.41900692283,-0.258443255995,0.0380096062143,0.0,471.2273713539881,471.0717160990936,471.520085062011,471.4349295123379
3.960000000000003,-4.068853592,-10.3328717184,21.9061322347,5.51393120862,0.110077795848,0.0,-2.77263498649,-10.4593309747,2.27386977113,-0.254888612713,0.0445428079587,0.0,497.7052325205525,498.1839652752633,496.98953204933906,497.191257676905
4.020000000000002,-4.23711770182,-10.9726384406,22.0353566769,5.49852362767,0.11231511385,0.0,-2.83618742492,-10.8663432029,2.03089282289,-0.260893518004,0.0159910439898,0.0,468.3637395715038,466.1375052557962,466.730881368905,466.1988475309144
4.080000000000001,-4.40898573197,-11.6355716091,22.1481768803,5.48234644034,0.113266610488,0.0,-2.89269092305,-11.2317743457,1.72743804816,-0.299312027937,0.0155914261624,0.0,448.59115545715696,448.5585912477477,449.7374968521513,446.53815596204413
